ProcessName,TechCostGroup,Parameters,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
PV_Dist,Brazil,UnitCapacity,MW,1,1,1,1,1,1,1,1,1,1
PV_Dist,Europe,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
PV_Dist,United States,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
PV_Dist,Japan,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
PV_Dist,Russia,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
PV_Dist,China,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
PV_Dist,India,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
PV_Dist,Middle East,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
PV_Dist,Africa,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
PV_Dist,Brazil,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
PV_Dist,Europe,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
PV_Dist,United States,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
PV_Dist,Japan,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
PV_Dist,Russia,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
PV_Dist,China,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
PV_Dist,India,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
PV_Dist,Middle East,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
PV_Dist,Africa,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
PV_Dist,Brazil,EquAvailFactor,,0,0,0,0,0,0,0,0,0,0
PV_Dist,Europe,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
PV_Dist,United States,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
PV_Dist,Japan,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
PV_Dist,Russia,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
PV_Dist,China,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
PV_Dist,India,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
PV_Dist,Middle East,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
PV_Dist,Africa,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST6,Europe,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST6,United States,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST6,Japan,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST6,Russia,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST6,China,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST6,India,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST6,Middle East,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST6,Africa,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST6,Brazil,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST6,Europe,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST6,United States,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST6,Japan,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST6,Russia,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST6,China,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST6,India,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST6,Middle East,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST6,Africa,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST6,Brazil,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST6,Europe,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST6,United States,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST6,Japan,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST6,Russia,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST6,China,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST6,India,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST6,Middle East,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST6,Africa,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST6,Brazil,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST6,Europe,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST6,United States,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST6,Japan,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST6,Russia,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST6,China,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST6,India,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST6,Middle East,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST6,Africa,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST9,Europe,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST9,United States,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST9,Japan,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST9,Russia,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST9,China,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST9,India,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST9,Middle East,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST9,Africa,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST9,Brazil,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
CSP_ST9,Europe,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST9,United States,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST9,Japan,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST9,Russia,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST9,China,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST9,India,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST9,Middle East,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST9,Africa,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST9,Brazil,Gross_Eff,,1,1,1,1,1,1,1,1,1,1
CSP_ST9,Europe,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST9,United States,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST9,Japan,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST9,Russia,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST9,China,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST9,India,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST9,Middle East,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST9,Africa,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST9,Brazil,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
CSP_ST9,Europe,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST9,United States,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST9,Japan,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST9,Russia,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST9,China,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST9,India,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST9,Middle East,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
CSP_ST9,Africa,AuxiliaryCon,,0,0,0,0,0,0,0,0,0,0
GEO_hydro,Europe,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
GEO_hydro,United States,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
GEO_hydro,Japan,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
GEO_hydro,Russia,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
GEO_hydro,China,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
GEO_hydro,India,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
GEO_hydro,Middle East,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
GEO_hydro,Africa,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
GEO_hydro,Brazil,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
GEO_hydro,Europe,Gross_Eff,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEO_hydro,United States,Gross_Eff,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEO_hydro,Japan,Gross_Eff,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEO_hydro,Russia,Gross_Eff,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEO_hydro,China,Gross_Eff,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEO_hydro,India,Gross_Eff,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEO_hydro,Middle East,Gross_Eff,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEO_hydro,Africa,Gross_Eff,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEO_hydro,Brazil,Gross_Eff,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
GEO_hydro,Europe,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
GEO_hydro,United States,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
GEO_hydro,Japan,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
GEO_hydro,Russia,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
GEO_hydro,China,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
GEO_hydro,India,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
GEO_hydro,Middle East,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
GEO_hydro,Africa,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
GEO_hydro,Brazil,EquAvailFactor,,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95,0.95
GEO_hydro,Europe,AuxiliaryCon,,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
GEO_hydro,United States,AuxiliaryCon,,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
GEO_hydro,Japan,AuxiliaryCon,,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
GEO_hydro,Russia,AuxiliaryCon,,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
GEO_hydro,China,AuxiliaryCon,,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
GEO_hydro,India,AuxiliaryCon,,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
GEO_hydro,Middle East,AuxiliaryCon,,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
GEO_hydro,Africa,AuxiliaryCon,,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06
BIO_ST,Europe,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
BIO_ST,United States,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
BIO_ST,Japan,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
BIO_ST,Russia,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
BIO_ST,China,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
BIO_ST,India,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
BIO_ST,Middle East,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
BIO_ST,Africa,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
BIO_ST,Brazil,UnitCapacity,MW,50,50,50,50,50,50,50,50,50,50
BIO_ST,Europe,Gross_Eff,,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
BIO_ST,United States,Gross_Eff,,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
BIO_ST,Japan,Gross_Eff,,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
BIO_ST,Russia,Gross_Eff,,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
BIO_ST,China,Gross_Eff,,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31
BIO_ST,India,Gross_Eff,,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
BIO_ST,Middle East,Gross_Eff,,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BIO_ST,Africa,Gross_Eff,,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29
BIO_ST,Brazil,Gross_Eff,,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
BIO_ST,Europe,MinLoad,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BIO_ST,United States,MinLoad,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BIO_ST,Japan,MinLoad,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BIO_ST,Russia,MinLoad,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BIO_ST,China,MinLoad,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BIO_ST,India,MinLoad,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BIO_ST,Middle East,MinLoad,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BIO_ST,Africa,MinLoad,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BIO_ST,Brazil,MinLoad,,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
BIO_ST,Europe,RampRate,%P/Min,4,4,4,4,4,4,4,4,4,4
BIO_ST,United States,RampRate,%P/Min,4,4,4,4,4,4,4,4,4,4
BIO_ST,Japan,RampRate,%P/Min,4,4,4,4,4,4,4,4,4,4
BIO_ST,Russia,RampRate,%P/Min,4,4,4,4,4,4,4,4,4,4
BIO_ST,China,RampRate,%P/Min,4,4,4,4,4,4,4,4,4,4
BIO_ST,India,RampRate,%P/Min,4,4,4,4,4,4,4,4,4,4
BIO_ST,Middle East,RampRate,%P/Min,4,4,4,4,4,4,4,4,4,4
BIO_ST,Africa,RampRate,%P/Min,4,4,4,4,4,4,4,4,4,4
BIO_ST,Brazil,RampRate,%P/Min,4,4,4,4,4,4,4,4,4,4
BIO_ST,Europe,EquAvailFactor,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BIO_ST,United States,EquAvailFactor,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BIO_ST,Japan,EquAvailFactor,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BIO_ST,Russia,EquAvailFactor,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BIO_ST,China,EquAvailFactor,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BIO_ST,India,EquAvailFactor,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BIO_ST,Middle East,EquAvailFactor,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BIO_ST,Africa,EquAvailFactor,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BIO_ST,Brazil,EquAvailFactor,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
BIO_ST,Europe,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIO_ST,United States,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIO_ST,Japan,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIO_ST,Russia,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIO_ST,China,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIO_ST,India,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIO_ST,Middle East,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIO_ST,Africa,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIO_ST,Brazil,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIGCC_CCS,Europe,UnitCapacity,MW,300,300,300,300,300,300,300,300,300,300
BIGCC_CCS,United States,UnitCapacity,MW,300,300,300,300,300,300,300,300,300,300
BIGCC_CCS,Japan,UnitCapacity,MW,300,300,300,300,300,300,300,300,300,300
BIGCC_CCS,Russia,UnitCapacity,MW,300,300,300,300,300,300,300,300,300,300
BIGCC_CCS,China,UnitCapacity,MW,300,300,300,300,300,300,300,300,300,300
BIGCC_CCS,India,UnitCapacity,MW,300,300,300,300,300,300,300,300,300,300
BIGCC_CCS,Middle East,UnitCapacity,MW,300,300,300,300,300,300,300,300,300,300
BIGCC_CCS,Africa,UnitCapacity,MW,300,300,300,300,300,300,300,300,300,300
BIGCC_CCS,Brazil,UnitCapacity,MW,300,300,300,300,300,300,300,300,300,300
BIGCC_CCS,Europe,Gross_Eff,,0.3,0.32,0.346666667,0.37,0.39,0.41,0.43,0.45,0.45,0.45
BIGCC_CCS,United States,Gross_Eff,,0.3,0.32,0.346666667,0.37,0.39,0.41,0.43,0.45,0.45,0.45
BIGCC_CCS,Japan,Gross_Eff,,0.3,0.32,0.346666667,0.37,0.39,0.41,0.43,0.45,0.45,0.45
BIGCC_CCS,Russia,Gross_Eff,,0.3,0.32,0.346666667,0.37,0.39,0.41,0.43,0.45,0.45,0.45
BIGCC_CCS,China,Gross_Eff,,0.29,0.31,0.336666667,0.36,0.38,0.4,0.42,0.44,0.44,0.44
BIGCC_CCS,India,Gross_Eff,,0.28,0.3,0.326666667,0.35,0.37,0.39,0.41,0.43,0.43,0.43
BIGCC_CCS,Middle East,Gross_Eff,,0.28,0.3,0.326666667,0.35,0.37,0.39,0.41,0.43,0.43,0.43
BIGCC_CCS,Africa,Gross_Eff,,0.27,0.29,0.316666667,0.34,0.36,0.38,0.4,0.42,0.42,0.42
BIGCC_CCS,Brazil,Gross_Eff,,0.3,0.32,0.346666667,0.37,0.39,0.41,0.43,0.45,0.45,0.45
BIGCC_CCS,Europe,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BIGCC_CCS,United States,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BIGCC_CCS,Japan,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BIGCC_CCS,Russia,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BIGCC_CCS,China,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BIGCC_CCS,India,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BIGCC_CCS,Middle East,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BIGCC_CCS,Africa,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BIGCC_CCS,Brazil,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
BIGCC_CCS,Europe,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
BIGCC_CCS,United States,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
BIGCC_CCS,Japan,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
BIGCC_CCS,Russia,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
BIGCC_CCS,China,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
BIGCC_CCS,India,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
BIGCC_CCS,Middle East,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
BIGCC_CCS,Africa,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
BIGCC_CCS,Brazil,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
BIGCC_CCS,Europe,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,United States,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Japan,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Russia,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,China,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,India,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Middle East,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Africa,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Brazil,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Europe,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,United States,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Japan,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Russia,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,China,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,India,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Middle East,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Africa,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Brazil,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
BIGCC_CCS,Europe,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIGCC_CCS,United States,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIGCC_CCS,Japan,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIGCC_CCS,Russia,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIGCC_CCS,China,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIGCC_CCS,India,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIGCC_CCS,Middle East,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIGCC_CCS,Africa,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
BIGCC_CCS,Brazil,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
