ProcessName,RegionGroup,Parameters,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
OIL_ST,Africa,varOPEX,USD/kWh,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
OIL_ST,Brazil,varOPEX,USD/kWh,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002
OIL_ST,Europe,Lifetime,year,30,30,30,30,30,30,30,30,30,30
OIL_ST,United States,Lifetime,year,30,30,30,30,30,30,30,30,30,30
OIL_ST,Japan,Lifetime,year,30,30,30,30,30,30,30,30,30,30
OIL_ST,Russia,Lifetime,year,30,30,30,30,30,30,30,30,30,30
OIL_ST,China,Lifetime,year,30,30,30,30,30,30,30,30,30,30
OIL_ST,India,Lifetime,year,30,30,30,30,30,30,30,30,30,30
OIL_ST,Middle East,Lifetime,year,30,30,30,30,30,30,30,30,30,30
OIL_ST,Africa,Lifetime,year,30,30,30,30,30,30,30,30,30,30
OIL_ST,Brazil,Lifetime,year,30,30,30,30,30,30,30,30,30,30
HYD_PS,Europe,CAPEX,USD/kW,4365,4365,4365,4365,4365,4365,4365,4365,4365,4365
HYD_PS,United States,CAPEX,USD/kW,4447,4447,4447,4447,4447,4447,4447,4447,4447,4447
HYD_PS,Japan,CAPEX,USD/kW,3953,3953,3953,3953,3911.5,3870,3870,3870,3870,3870
HYD_PS,Russia,CAPEX,USD/kW,3459,3376,3417.5,3459,3459,3459,3459,3459,3459,3459
HYD_PS,China,CAPEX,USD/kW,2635,2718,2759,2800,2841,2882,2882,2882,2882,2882
HYD_PS,India,CAPEX,USD/kW,3294,3376,3417.5,3459,3500,3541,3541,3541,3541,3541
HYD_PS,Middle East,CAPEX,USD/kW,3541,3541,3541,3541,3582,3623,3623,3623,3623,3623
HYD_PS,Africa,CAPEX,USD/kW,3459,3459,3459,3459,3459,3459,3459,3459,3459,3459
HYD_PS,Brazil,CAPEX,USD/kW,3459,3459,3459,3459,3500,3541,3541,3541,3541,3541
HYD_PS,Europe,OPEX,USD/kW,115,99,99,99,99,99,99,99,99,99
HYD_PS,United States,OPEX,USD/kW,115,107,107,107,107,107,107,107,107,107
HYD_PS,Japan,OPEX,USD/kW,99,91,91,91,91,91,91,91,91,91
HYD_PS,Russia,OPEX,USD/kW,82,82,82,82,86.5,91,91,91,91,91
HYD_PS,China,OPEX,USD/kW,66,66,66,66,66,66,66,66,66,66
HYD_PS,India,OPEX,USD/kW,82,82,82,82,82,82,82,82,82,82
HYD_PS,Middle East,OPEX,USD/kW,91,91,91,91,91,91,91,91,91,91
HYD_PS,Africa,OPEX,USD/kW,91,82,82,82,82,82,82,82,82,82
HYD_PS,Brazil,OPEX,USD/kW,91,82,82,82,82,82,82,82,82,82
HYD_PS,Europe,Lifetime,year,60,60,60,60,60,60,60,60,60,60
HYD_PS,United States,Lifetime,year,60,60,60,60,60,60,60,60,60,60
HYD_PS,Japan,Lifetime,year,60,60,60,60,60,60,60,60,60,60
HYD_PS,Russia,Lifetime,year,60,60,60,60,60,60,60,60,60,60
HYD_PS,China,Lifetime,year,60,60,60,60,60,60,60,60,60,60
HYD_PS,India,Lifetime,year,60,60,60,60,60,60,60,60,60,60
HYD_PS,Middle East,Lifetime,year,60,60,60,60,60,60,60,60,60,60
HYD_PS,Africa,Lifetime,year,60,60,60,60,60,60,60,60,60,60
HYD_PS,Brazil,Lifetime,year,60,60,60,60,60,60,60,60,60,60
BESS_ST1,Europe,CAPEX,USD/kW,700,500,437.5,375,352.5,330,330,330,330,330
BESS_ST1,United States,CAPEX,USD/kW,700,500,437.5,375,352.5,330,330,330,330,330
BESS_ST1,Japan,CAPEX,USD/kW,700,500,437.5,375,352.5,330,330,330,330,330
BESS_ST1,Russia,CAPEX,USD/kW,700,500,437.5,375,352.5,330,330,330,330,330
BESS_ST1,China,CAPEX,USD/kW,700,500,437.5,375,352.5,330,330,330,330,330
BESS_ST1,India,CAPEX,USD/kW,700,500,437.5,375,352.5,330,330,330,330,330
BESS_ST1,Middle East,CAPEX,USD/kW,700,500,437.5,375,352.5,330,330,330,330,330
BESS_ST1,Africa,CAPEX,USD/kW,700,500,437.5,375,352.5,330,330,330,330,330
BESS_ST1,Brazil,CAPEX,USD/kW,700,500,437.5,375,352.5,330,330,330,330,330
BESS_ST1,Europe,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST1,United States,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST1,Japan,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST1,Russia,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST1,China,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST1,India,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
BESS_ST1,Middle East,OPEX,USD/kW,0,0,0,0,0,0,0,0,0,0
