ProcessName,RegionGroup,Parameters,Unit,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
COA_USC,Brazil,EquAvailFactor,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9
COA_USC,Europe,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_USC,United States,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_USC,Japan,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_USC,Russia,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_USC,China,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_USC,India,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_USC,Middle East,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_USC,Africa,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_USC,Brazil,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_IGCC,Europe,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_IGCC,United States,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_IGCC,Japan,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_IGCC,Russia,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_IGCC,China,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_IGCC,India,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_IGCC,Middle East,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_IGCC,Africa,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_IGCC,Brazil,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_IGCC,Europe,Gross_Eff,,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.51,0.51
COA_IGCC,United States,Gross_Eff,,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.51,0.51
COA_IGCC,Japan,Gross_Eff,,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.51,0.51
COA_IGCC,Russia,Gross_Eff,,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.51,0.51
COA_IGCC,China,Gross_Eff,,0.43,0.44,0.45,0.46,0.475,0.49,0.505,0.52,0.52,0.52
COA_IGCC,India,Gross_Eff,,0.41,0.42,0.43,0.44,0.455,0.47,0.485,0.5,0.5,0.5
COA_IGCC,Middle East,Gross_Eff,,0.42,0.43,0.44,0.45,0.46,0.47,0.48,0.49,0.49,0.49
COA_IGCC,Africa,Gross_Eff,,0.4,0.41,0.42,0.43,0.44,0.45,0.46,0.47,0.47,0.47
COA_IGCC,Brazil,Gross_Eff,,0.44,0.45,0.46,0.47,0.48,0.49,0.5,0.51,0.51,0.51
COA_IGCC,Europe,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_IGCC,United States,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_IGCC,Japan,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_IGCC,Russia,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_IGCC,China,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_IGCC,India,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_IGCC,Middle East,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_IGCC,Africa,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_IGCC,Brazil,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_IGCC,Europe,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_IGCC,United States,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_IGCC,Japan,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_IGCC,Russia,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_IGCC,China,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_IGCC,India,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_IGCC,Middle East,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_IGCC,Africa,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_IGCC,Brazil,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_IGCC,Europe,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
COA_IGCC,United States,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
COA_IGCC,Japan,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
COA_IGCC,Russia,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
COA_IGCC,China,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
COA_IGCC,India,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
COA_IGCC,Middle East,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
COA_IGCC,Africa,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
COA_IGCC,Brazil,EquAvailFactor,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
COA_IGCC,Europe,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_IGCC,United States,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_IGCC,Japan,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_IGCC,Russia,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_IGCC,China,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_IGCC,India,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_IGCC,Middle East,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_IGCC,Africa,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_IGCC,Brazil,AuxiliaryCon,,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07,0.07
COA_SC_CCS,Europe,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_SC_CCS,United States,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_SC_CCS,Japan,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_SC_CCS,Russia,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_SC_CCS,China,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_SC_CCS,India,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_SC_CCS,Middle East,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_SC_CCS,Africa,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_SC_CCS,Brazil,UnitCapacity,MW,600,600,600,600,600,600,600,600,600,600
COA_SC_CCS,Europe,Gross_Eff,,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
COA_SC_CCS,United States,Gross_Eff,,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
COA_SC_CCS,Japan,Gross_Eff,,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
COA_SC_CCS,Russia,Gross_Eff,,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
COA_SC_CCS,China,Gross_Eff,,0.35,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36
COA_SC_CCS,India,Gross_Eff,,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32
COA_SC_CCS,Middle East,Gross_Eff,,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
COA_SC_CCS,Africa,Gross_Eff,,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33
COA_SC_CCS,Brazil,Gross_Eff,,0.36,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37
COA_SC_CCS,Europe,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_SC_CCS,United States,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_SC_CCS,Japan,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_SC_CCS,Russia,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_SC_CCS,China,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_SC_CCS,India,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_SC_CCS,Middle East,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_SC_CCS,Africa,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_SC_CCS,Brazil,MinLoad,,0.4,0.35,0.325,0.3,0.3,0.3,0.3,0.3,0.3,0.3
COA_SC_CCS,Europe,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_SC_CCS,United States,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_SC_CCS,Japan,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_SC_CCS,Russia,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_SC_CCS,China,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_SC_CCS,India,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_SC_CCS,Middle East,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_SC_CCS,Africa,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_SC_CCS,Brazil,RampRate,%P/Min,2,2.5,2.75,3,3,3,3,3,3,3
COA_SC_CCS,Europe,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
COA_SC_CCS,United States,CaptureRate,,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85,0.85
