2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
1371.61,1423.36,1439.30,1461.52,1495.33,1534.93,1580.75,1633.27,1693.06,1760.80
1329.84,1380.01,1395.46,1417.00,1449.78,1488.18,1532.60,1583.52,1641.50,1707.17
1313.37,1362.92,1378.18,1399.45,1431.83,1469.75,1513.62,1563.91,1621.17,1686.03
1327.74,1377.83,1393.26,1414.77,1447.50,1485.83,1530.19,1581.03,1638.91,1704.48
1366.26,1417.81,1433.68,1455.81,1489.49,1528.94,1574.58,1626.89,1686.46,1753.93
1424.01,1477.73,1494.28,1517.35,1552.45,1593.56,1641.14,1695.66,1757.74,1828.06
1490.61,1546.84,1564.16,1588.31,1625.05,1668.09,1717.88,1774.96,1839.94,1913.56
1554.91,1613.58,1631.65,1656.83,1695.16,1740.05,1792.00,1851.54,1919.32,1996.11
1607.59,1668.24,1686.92,1712.96,1752.58,1799.00,1852.70,1914.26,1984.34,2063.73
1643.03,1705.02,1724.11,1750.73,1791.22,1838.66,1893.55,1956.46,2028.09,2109.23
1660.33,1722.97,1742.26,1769.16,1810.08,1858.02,1913.48,1977.06,2049.44,2131.43
1662.90,1725.64,1744.96,1771.90,1812.89,1860.90,1916.45,1980.12,2052.62,2134.74
1657.06,1719.57,1738.83,1765.67,1806.52,1854.36,1909.72,1973.16,2045.40,2127.24
1649.81,1712.05,1731.22,1757.95,1798.62,1846.25,1901.36,1964.53,2036.46,2117.93
1646.65,1708.77,1727.91,1754.58,1795.17,1842.71,1897.72,1960.77,2032.56,2113.87
1660.37,1723.01,1742.31,1769.20,1810.13,1858.07,1913.53,1977.11,2049.49,2131.49
1692.85,1756.72,1776.39,1803.82,1845.54,1894.42,1950.97,2015.79,2089.59,2173.19
1720.14,1785.04,1805.03,1832.89,1875.29,1924.96,1982.42,2048.28,2123.27,2208.22
1732.47,1797.83,1817.96,1846.03,1888.73,1938.75,1996.63,2062.96,2138.49,2224.05
1721.48,1786.43,1806.43,1834.32,1876.75,1926.45,1983.96,2049.88,2124.93,2209.94
1682.70,1746.18,1765.74,1793.00,1834.47,1883.06,1939.27,2003.70,2077.06,2160.16
1617.22,1678.23,1697.03,1723.23,1763.09,1809.78,1863.81,1925.73,1996.23,2076.10
1532.10,1589.90,1607.70,1632.52,1670.29,1714.52,1765.71,1824.37,1891.16,1966.82
1439.32,1493.63,1510.35,1533.67,1569.14,1610.70,1658.78,1713.89,1776.64,1847.72
1370.17,1421.87,1437.79,1459.98,1493.76,1533.32,1579.09,1631.55,1691.29,1758.95
1327.71,1377.80,1393.23,1414.74,1447.47,1485.80,1530.16,1580.99,1638.88,1704.44
1310.85,1360.31,1375.54,1396.77,1429.08,1466.93,1510.72,1560.91,1618.06,1682.80
1322.76,1372.66,1388.03,1409.46,1442.06,1480.26,1524.44,1575.09,1632.76,1698.08
1361.13,1412.48,1428.30,1450.35,1483.90,1523.20,1568.67,1620.78,1680.12,1747.34
1418.75,1472.28,1488.77,1511.75,1546.72,1587.68,1635.08,1689.40,1751.25,1821.32
1485.23,1541.27,1558.53,1582.58,1619.19,1662.08,1711.69,1768.56,1833.31,1906.66
1549.42,1607.87,1625.88,1650.97,1689.17,1733.90,1785.66,1844.99,1912.54,1989.05
1601.94,1662.38,1680.99,1706.94,1746.43,1792.68,1846.20,1907.53,1977.37,2056.48
1637.21,1698.98,1718.00,1744.52,1784.88,1832.15,1886.84,1949.53,2020.90,2101.76
1654.30,1716.71,1735.93,1762.73,1803.51,1851.27,1906.54,1969.88,2042.00,2123.70
1656.64,1719.14,1738.39,1765.23,1806.06,1853.89,1909.24,1972.67,2044.89,2126.70
1650.54,1712.82,1731.99,1758.73,1799.42,1847.07,1902.21,1965.41,2037.37,2118.88
1643.04,1705.03,1724.12,1750.74,1791.24,1838.67,1893.56,1956.47,2028.10,2109.24
1639.62,1701.48,1720.53,1747.10,1787.51,1834.85,1889.62,1952.40,2023.89,2104.86
1642.54,1704.51,1723.60,1750.21,1790.69,1838.12,1892.99,1955.88,2027.49,2108.61
1660.53,1723.17,1742.47,1769.37,1810.30,1858.24,1913.71,1977.29,2049.69,2131.69
1693.56,1757.45,1777.13,1804.57,1846.31,1895.21,1951.79,2016.63,2090.46,2174.10
1712.86,1777.48,1797.38,1825.13,1867.35,1916.81,1974.03,2039.61,2114.28,2198.87
1708.21,1772.65,1792.50,1820.18,1862.28,1911.60,1968.67,2034.07,2108.54,2192.90
1673.78,1736.92,1756.37,1783.49,1824.74,1873.07,1928.98,1993.07,2066.04,2148.70
1610.06,1670.81,1689.51,1715.60,1755.28,1801.77,1855.55,1917.20,1987.40,2066.91
1524.37,1581.89,1599.60,1624.29,1661.87,1705.88,1756.80,1815.17,1881.63,1956.91
1429.67,1483.61,1500.23,1523.39,1558.62,1599.90,1647.66,1702.40,1764.73,1835.34
