2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
1133.27,1176.02,1189.19,1207.55,1235.48,1268.20,1306.06,1349.45,1398.86,1454.82
1140.06,1183.08,1196.33,1214.79,1242.89,1275.81,1313.90,1357.55,1407.25,1463.55
1160.37,1204.15,1217.63,1236.43,1265.03,1298.53,1337.30,1381.73,1432.31,1489.62
1164.99,1208.95,1222.48,1241.36,1270.07,1303.71,1342.63,1387.23,1438.02,1495.55
1147.20,1190.48,1203.81,1222.39,1250.67,1283.79,1322.12,1366.04,1416.05,1472.71
1105.73,1147.45,1160.30,1178.21,1205.47,1237.39,1274.33,1316.67,1364.88,1419.48
1045.61,1085.06,1097.21,1114.14,1139.92,1170.11,1205.04,1245.07,1290.66,1342.29
977.13,1014.00,1025.35,1041.18,1065.27,1093.48,1126.12,1163.53,1206.13,1254.39
903.31,937.39,947.89,962.52,984.79,1010.87,1041.05,1075.63,1115.01,1159.62
873.67,906.63,916.78,930.93,952.47,977.69,1006.88,1040.33,1078.42,1121.57
861.82,894.34,904.35,918.31,939.55,964.44,993.23,1026.23,1063.80,1106.36
868.24,901.00,911.09,925.15,946.55,971.62,1000.63,1033.87,1071.72,1114.60
894.52,928.27,938.66,953.15,975.20,1001.03,1030.91,1065.16,1104.16,1148.33
934.04,969.28,980.13,995.26,1018.29,1045.26,1076.46,1112.22,1152.94,1199.07
979.65,1016.61,1027.99,1043.86,1068.01,1096.29,1129.02,1166.53,1209.24,1257.62
1023.67,1062.29,1074.18,1090.77,1116.00,1145.56,1179.75,1218.95,1263.58,1314.13
1059.67,1099.65,1111.96,1129.12,1155.24,1185.84,1221.24,1261.81,1308.01,1360.34
1083.79,1124.68,1137.27,1154.83,1181.54,1212.83,1249.04,1290.54,1337.78,1391.31
1095.40,1136.73,1149.46,1167.21,1194.21,1225.83,1262.43,1304.37,1352.12,1406.22
1096.88,1138.26,1151.01,1168.78,1195.81,1227.48,1264.13,1306.13,1353.94,1408.11
1092.56,1133.78,1146.48,1164.18,1191.11,1222.65,1259.15,1300.98,1348.61,1402.57
1087.29,1128.31,1140.94,1158.56,1185.36,1216.75,1253.07,1294.70,1342.10,1395.80
1084.84,1125.77,1138.37,1155.95,1182.69,1214.01,1250.25,1291.79,1339.08,1392.66
1086.77,1127.77,1140.40,1158.01,1184.79,1216.17,1252.48,1294.09,1341.47,1395.14
1091.91,1133.11,1145.80,1163.49,1190.40,1221.93,1258.40,1300.21,1347.82,1401.74
1096.75,1138.13,1150.87,1168.64,1195.68,1227.34,1263.98,1305.97,1353.79,1407.95
1098.61,1140.06,1152.82,1170.62,1197.70,1229.42,1266.12,1308.18,1356.08,1410.33
1111.05,1152.97,1165.88,1183.88,1211.26,1243.34,1280.46,1323.00,1371.44,1426.30
1102.17,1143.75,1156.56,1174.41,1201.58,1233.40,1270.22,1312.42,1360.47,1414.90
1067.03,1107.29,1119.68,1136.97,1163.27,1194.08,1229.72,1270.58,1317.10,1369.79
1009.16,1047.23,1058.96,1075.30,1100.18,1129.32,1163.03,1201.67,1245.66,1295.50
940.00,975.46,986.39,1001.61,1024.78,1051.92,1083.32,1119.32,1160.30,1206.72
878.20,911.34,921.54,935.77,957.41,982.77,1012.11,1045.73,1084.02,1127.39
848.72,880.74,890.60,904.35,925.27,949.78,978.13,1010.63,1047.63,1089.54
837.09,868.67,878.40,891.96,912.60,936.76,964.73,996.78,1033.27,1074.61
847.21,879.17,889.02,902.74,923.63,948.09,976.39,1008.83,1045.76,1087.60
874.38,907.37,917.53,931.69,953.24,978.49,1007.70,1041.18,1079.30,1122.48
915.11,949.64,960.27,975.10,997.65,1024.07,1054.64,1089.68,1129.58,1174.77
962.09,998.38,1009.56,1025.15,1048.86,1076.64,1108.78,1145.62,1187.56,1235.07
1007.44,1045.45,1057.16,1073.48,1098.31,1127.40,1161.05,1199.63,1243.55,1293.30
1044.59,1084.00,1096.13,1113.06,1138.80,1168.96,1203.86,1243.86,1289.40,1340.98
1069.56,1109.92,1122.35,1139.67,1166.04,1196.92,1232.65,1273.60,1320.23,1373.05
1081.73,1122.54,1135.11,1152.64,1179.30,1210.53,1246.67,1288.09,1335.25,1388.67
1083.50,1124.38,1136.97,1154.52,1181.23,1212.51,1248.71,1290.19,1337.43,1390.94
1079.31,1120.03,1132.58,1150.06,1176.66,1207.83,1243.88,1285.21,1332.26,1385.56
1074.12,1114.65,1127.13,1144.53,1171.01,1202.02,1237.90,1279.03,1325.86,1378.90
1071.80,1112.24,1124.70,1142.06,1168.48,1199.42,1235.23,1276.27,1322.99,1375.92
1073.94,1114.46,1126.93,1144.33,1170.80,1201.81,1237.69,1278.81,1325.63,1378.66
1079.34,1120.06,1132.60,1150.09,1176.69,1207.85,1243.91,1285.24,1332.29,1385.59
1084.40,1125.32,1137.92,1155.48,1182.21,1213.52,1249.75,1291.27,1338.55,1392.10
1084.23,1125.14,1137.74,1155.30,1182.03,1213.33,1249.55,1291.07,1338.33,1391.88
1077.90,1118.57,1131.09,1148.56,1175.13,1206.25,1242.26,1283.53,1330.52,1383.75
1078.96,1119.66,1132.20,1149.68,1176.27,1207.43,1243.47,1284.78,1331.82,1385.10
1052.52,1092.23,1104.46,1121.52,1147.46,1177.85,1213.01,1253.31,1299.19,1351.17
996.85,1034.45,1046.04,1062.19,1086.76,1115.54,1148.84,1187.01,1230.47,1279.69
924.29,959.16,969.90,984.87,1007.65,1034.34,1065.22,1100.61,1140.90,1186.55
858.09,890.47,900.44,914.34,935.49,960.27,988.93,1021.79,1059.20,1101.57
828.19,859.44,869.06,882.48,902.89,926.81,954.47,986.18,1022.29,1063.19
816.29,847.09,856.57,869.79,889.91,913.48,940.75,972.01,1007.59,1047.91
824.60,855.71,865.29,878.65,898.98,922.79,950.33,981.91,1017.86,1058.58
851.52,883.64,893.54,907.33,928.32,952.91,981.35,1013.96,1051.08,1093.13
891.97,925.62,935.99,950.44,972.42,998.18,1027.97,1062.13,1101.01,1145.06
938.65,974.06,984.97,1000.18,1023.31,1050.41,1081.77,1117.71,1158.63,1204.99
983.72,1020.83,1032.26,1048.20,1072.45,1100.85,1133.71,1171.38,1214.26,1262.84
