2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
3627.92,3764.79,3806.95,3865.72,3955.14,4059.89,4181.08,4320.00,4478.16,4657.32
3517.67,3650.39,3691.26,3748.25,3834.95,3936.52,4054.03,4188.72,4342.07,4515.79
3474.21,3605.28,3645.65,3701.93,3787.57,3887.88,4003.94,4136.96,4288.42,4459.99
3512.14,3644.65,3685.46,3742.35,3828.92,3930.33,4047.66,4182.13,4335.25,4508.69
3613.79,3750.13,3792.12,3850.67,3939.74,4044.08,4164.80,4303.18,4460.72,4639.19
3766.20,3908.29,3952.05,4013.06,4105.89,4214.63,4340.45,4484.65,4648.84,4834.83
3941.94,4090.66,4136.47,4200.33,4297.49,4411.30,4542.99,4693.92,4865.78,5060.45
4111.65,4266.78,4314.55,4381.16,4482.51,4601.22,4738.57,4896.01,5075.26,5278.31
4250.66,4411.02,4460.42,4529.27,4634.05,4756.77,4898.77,5061.53,5246.84,5456.75
4344.19,4508.09,4558.57,4628.94,4736.02,4861.45,5006.57,5172.91,5362.30,5576.83
4389.84,4555.46,4606.47,4677.58,4785.79,4912.53,5059.18,5227.26,5418.64,5635.43
4396.63,4562.51,4613.60,4684.82,4793.20,4920.14,5067.01,5235.36,5427.03,5644.15
4381.21,4546.50,4597.41,4668.38,4776.38,4902.87,5049.23,5216.99,5407.99,5624.35
4362.08,4526.66,4577.34,4648.01,4755.53,4881.47,5027.19,5194.21,5384.38,5599.80
4353.74,4518.00,4568.59,4639.11,4746.43,4872.13,5017.57,5184.28,5374.08,5589.09
4374.96,4540.02,4590.85,4661.73,4769.57,4895.88,5042.03,5209.55,5400.28,5616.33
4463.29,4631.68,4683.54,4755.84,4865.86,4994.72,5143.83,5314.72,5509.30,5729.72
4538.90,4710.15,4762.89,4836.41,4948.29,5079.34,5230.97,5404.76,5602.64,5826.79
4575.17,4747.78,4800.95,4875.06,4987.84,5119.93,5272.77,5447.95,5647.41,5873.35
4549.31,4720.95,4773.81,4847.50,4959.64,5090.99,5242.96,5417.16,5615.49,5840.15
4449.04,4616.89,4668.59,4740.66,4850.32,4978.78,5127.40,5297.75,5491.71,5711.43
4277.08,4438.45,4488.15,4557.43,4662.86,4786.35,4929.23,5093.00,5279.46,5490.68
4052.24,4205.13,4252.21,4317.86,4417.74,4534.74,4670.11,4825.27,5001.93,5202.05
3806.61,3950.23,3994.46,4056.13,4149.96,4259.86,4387.02,4532.78,4698.73,4886.72
3623.32,3760.02,3802.12,3860.82,3950.13,4054.74,4175.78,4314.52,4472.48,4651.41
3511.26,3643.74,3684.53,3741.42,3827.97,3929.34,4046.64,4181.09,4334.16,4507.56
3466.76,3597.56,3637.84,3694.00,3779.45,3879.54,3995.36,4128.10,4279.23,4450.44
3498.18,3630.16,3670.80,3727.47,3813.70,3914.70,4031.56,4165.51,4318.01,4490.77
3599.44,3735.24,3777.06,3835.37,3924.09,4028.02,4148.26,4286.08,4443.00,4620.76
3751.51,3893.05,3936.64,3997.41,4089.88,4198.20,4323.52,4467.16,4630.71,4815.98
3926.94,4075.10,4120.73,4184.34,4281.14,4394.52,4525.70,4676.06,4847.26,5041.19
4096.32,4250.87,4298.46,4364.82,4465.79,4584.06,4720.91,4877.75,5056.33,5258.63
4234.93,4394.71,4443.92,4512.52,4616.91,4739.18,4880.65,5042.81,5227.43,5436.57
4328.00,4491.29,4541.58,4611.69,4718.37,4843.33,4987.91,5153.63,5342.31,5556.05
4373.10,4538.09,4588.90,4659.74,4767.54,4893.80,5039.89,5207.33,5397.98,5613.94
4379.28,4544.50,4595.38,4666.33,4774.27,4900.71,5047.01,5214.69,5405.60,5621.87
4363.19,4527.80,4578.50,4649.18,4756.73,4882.70,5028.46,5195.53,5385.74,5601.22
4343.38,4507.25,4557.72,4628.08,4735.14,4860.54,5005.64,5171.94,5361.30,5575.79
4334.36,4497.89,4548.25,4618.47,4725.30,4850.45,4995.24,5161.20,5350.16,5564.21
4342.07,4505.89,4556.34,4626.68,4733.71,4859.07,5004.12,5170.38,5359.67,5574.10
4382.02,4547.35,4598.27,4669.25,4777.27,4903.79,5050.17,5217.96,5409.00,5625.40
4470.81,4639.49,4691.44,4763.86,4874.07,5003.15,5152.50,5323.69,5518.59,5739.38
4523.88,4694.56,4747.12,4820.41,4931.92,5062.53,5213.66,5386.87,5584.10,5807.50
4513.66,4683.95,4736.40,4809.52,4920.77,5051.09,5201.88,5374.70,5571.48,5794.38
4424.28,4591.20,4642.61,4714.28,4823.33,4951.07,5098.87,5268.28,5461.16,5679.64
4256.83,4417.44,4466.90,4535.86,4640.79,4763.69,4905.89,5068.89,5254.47,5464.69
4030.67,4182.74,4229.58,4294.87,4394.22,4510.60,4645.25,4799.58,4975.30,5174.35
3780.28,3922.90,3966.83,4028.07,4121.25,4230.39,4356.68,4501.42,4666.23,4852.91
3560.90,3695.24,3736.62,3794.30,3882.08,3984.89,4103.85,4240.19,4395.43,4571.28
3447.53,3577.60,3617.66,3673.51,3758.49,3858.03,3973.20,4105.20,4255.50,4425.75
3402.31,3530.68,3570.21,3625.33,3709.19,3807.42,3921.08,4051.35,4199.68,4367.70
3433.67,3563.21,3603.11,3658.74,3743.37,3842.51,3957.22,4088.69,4238.38,4407.95
3535.48,3668.87,3709.95,3767.22,3854.37,3956.44,4074.55,4209.92,4364.06,4538.65
3688.55,3827.72,3870.58,3930.33,4021.25,4127.74,4250.97,4392.20,4553.00,4735.16
3865.20,4011.03,4055.94,4118.56,4213.83,4325.43,4454.55,4602.54,4771.05,4961.93
4035.75,4188.01,4234.90,4300.28,4399.76,4516.28,4651.10,4805.63,4981.57,5180.87
