2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
4111.03,4266.13,4313.90,4380.50,4481.83,4600.52,4737.86,4895.27,5074.49,5277.51
3985.05,4135.40,4181.70,4246.26,4344.49,4459.54,4592.67,4745.25,4918.99,5115.78
3935.38,4083.86,4129.58,4193.33,4290.34,4403.96,4535.43,4686.11,4857.68,5052.02
3978.73,4128.84,4175.07,4239.52,4337.59,4452.47,4585.38,4737.73,4911.18,5107.67
4094.88,4249.37,4296.95,4363.29,4464.23,4582.45,4719.25,4876.04,5054.56,5256.78
4269.03,4430.10,4479.70,4548.86,4654.08,4777.34,4919.95,5083.41,5269.52,5480.35
4469.86,4638.50,4690.43,4762.84,4873.02,5002.08,5151.40,5322.54,5517.41,5738.15
4663.78,4839.74,4893.93,4969.48,5084.44,5219.09,5374.89,5553.47,5756.79,5987.11
4822.62,5004.57,5060.61,5138.73,5257.60,5396.84,5557.95,5742.60,5952.85,6191.01
4929.50,5115.49,5172.76,5252.62,5374.13,5516.45,5681.13,5869.88,6084.78,6328.22
4981.66,5169.61,5227.50,5308.20,5430.99,5574.82,5741.24,5931.99,6149.17,6395.18
4989.43,5177.67,5235.64,5316.47,5439.46,5583.51,5750.19,5941.23,6158.75,6405.15
4971.80,5159.38,5217.15,5297.69,5420.24,5563.79,5729.87,5920.24,6136.99,6382.52
4949.94,5136.70,5194.21,5274.40,5396.41,5539.33,5704.69,5894.22,6110.01,6354.46
4940.41,5126.80,5184.21,5264.24,5386.02,5528.66,5693.69,5882.86,6098.24,6342.22
4949.97,5136.72,5194.24,5274.42,5396.44,5539.35,5704.71,5894.25,6110.04,6354.49
5053.45,5244.11,5302.83,5384.69,5509.25,5655.16,5823.97,6017.47,6237.78,6487.34
5143.38,5337.43,5397.19,5480.51,5607.29,5755.80,5927.61,6124.55,6348.78,6602.79
5188.48,5384.24,5444.52,5528.57,5656.47,5806.27,5979.60,6178.26,6404.46,6660.69
5162.01,5356.76,5416.74,5500.36,5627.60,5776.64,5949.08,6146.73,6371.78,6626.70
5049.45,5239.96,5298.63,5380.43,5504.89,5650.68,5819.36,6012.70,6232.84,6482.20
4853.78,5036.90,5093.30,5171.93,5291.57,5431.71,5593.86,5779.71,5991.31,6231.01
4596.66,4770.08,4823.49,4897.96,5011.26,5143.98,5297.53,5473.54,5673.94,5900.94
4315.20,4478.00,4528.14,4598.04,4704.41,4829.00,4973.15,5138.38,5326.51,5539.61
4109.14,4264.17,4311.92,4378.48,4479.77,4598.41,4735.68,4893.02,5072.16,5275.08
3981.10,4131.30,4177.56,4242.05,4340.19,4455.13,4588.12,4740.56,4914.12,5110.72
3930.27,4078.55,4124.21,4187.88,4284.76,4398.24,4529.53,4680.02,4851.36,5045.46
3966.17,4115.81,4161.90,4226.15,4323.91,4438.42,4570.92,4722.78,4895.69,5091.55
4081.90,4235.90,4283.33,4349.45,4450.07,4567.92,4704.28,4860.58,5038.53,5240.11
4255.68,4416.24,4465.69,4534.63,4639.53,4762.40,4904.56,5067.51,5253.04,5463.20
4456.16,4624.28,4676.06,4748.25,4858.09,4986.75,5135.61,5306.23,5500.51,5720.57
4649.72,4825.14,4879.17,4954.49,5069.10,5203.35,5358.68,5536.72,5739.43,5969.05
4808.12,4989.52,5045.39,5123.28,5241.80,5380.62,5541.24,5725.34,5934.95,6172.40
4914.48,5099.90,5157.00,5236.61,5357.75,5499.64,5663.81,5851.99,6066.24,6308.94
4966.03,5153.39,5211.09,5291.53,5413.94,5557.32,5723.22,5913.37,6129.86,6375.11
4973.10,5160.72,5218.51,5299.07,5421.65,5565.24,5731.37,5921.78,6138.59,6384.18
4954.72,5141.65,5199.22,5279.49,5401.62,5544.67,5710.19,5899.90,6115.91,6360.60
4932.10,5118.18,5175.49,5255.38,5376.96,5519.36,5684.12,5872.97,6087.99,6331.56
4921.80,5107.49,5164.68,5244.41,5365.73,5507.84,5672.25,5860.71,6075.28,6318.34
4930.62,5116.64,5173.93,5253.81,5375.34,5517.70,5682.41,5871.21,6086.16,6329.66
4973.44,5161.08,5218.87,5299.43,5422.02,5565.62,5731.76,5922.19,6139.01,6384.62
5075.52,5267.01,5325.99,5408.21,5533.32,5679.86,5849.41,6043.75,6265.02,6515.67
5136.99,5330.80,5390.49,5473.70,5600.33,5748.64,5920.25,6116.94,6340.89,6594.58
5126.10,5319.50,5379.06,5462.10,5588.46,5736.46,5907.70,6103.98,6327.46,6580.61
5024.55,5214.12,5272.50,5353.89,5477.74,5622.81,5790.66,5983.05,6202.10,6450.24
4833.49,5015.84,5072.01,5150.31,5269.45,5409.00,5570.47,5755.54,5966.26,6204.96
4575.05,4747.65,4800.81,4874.93,4987.70,5119.79,5272.62,5447.80,5647.25,5873.19
4288.76,4450.56,4500.40,4569.87,4675.59,4799.41,4942.68,5106.90,5293.87,5505.67
4049.18,4201.95,4249.00,4314.59,4414.40,4531.31,4666.58,4821.62,4998.15,5198.12
3919.66,4067.54,4113.09,4176.58,4273.20,4386.37,4517.31,4667.39,4838.27,5031.84
3868.01,4013.94,4058.89,4121.54,4216.89,4328.57,4457.78,4605.89,4774.52,4965.53
3903.86,4051.14,4096.50,4159.74,4255.97,4368.69,4499.10,4648.57,4818.77,5011.56
4020.22,4171.90,4218.61,4283.73,4382.83,4498.90,4633.20,4787.13,4962.40,5160.93
4195.16,4353.43,4402.18,4470.14,4573.55,4694.67,4834.81,4995.44,5178.33,5385.51
4397.03,4562.93,4614.02,4685.25,4793.63,4920.58,5067.47,5235.83,5427.52,5644.67
4591.94,4765.18,4818.54,4892.93,5006.11,5138.69,5292.09,5467.92,5668.11,5894.88
4751.39,4930.65,4985.86,5062.83,5179.95,5317.13,5475.86,5657.79,5864.93,6099.57
4858.35,5041.65,5098.10,5176.80,5296.56,5436.83,5599.13,5785.15,5996.96,6236.88
4910.01,5095.26,5152.31,5231.85,5352.88,5494.64,5658.66,5846.67,6060.72,6303.20
4916.80,5102.30,5159.43,5239.08,5360.28,5502.23,5666.48,5854.75,6069.10,6311.91
4897.90,5082.68,5139.60,5218.94,5339.67,5481.08,5644.70,5832.24,6045.77,6287.65
4874.68,5058.60,5115.24,5194.20,5314.36,5455.10,5617.95,5804.60,6017.11,6257.85
4863.87,5047.38,5103.89,5182.68,5302.57,5443.00,5605.49,5791.72,6003.77,6243.97
4872.31,5056.13,5112.74,5191.67,5311.77,5452.45,5615.21,5801.77,6014.18,6254.80
4894.86,5079.54,5136.41,5215.71,5336.36,5477.69,5641.21,5828.63,6042.03,6283.76
4954.35,5141.27,5198.84,5279.10,5401.22,5544.26,5709.77,5899.47,6115.46,6360.13
5033.76,5223.67,5282.16,5363.71,5487.79,5633.12,5801.28,5994.02,6213.47,6462.06
5043.40,5233.68,5292.28,5373.98,5498.30,5643.91,5812.39,6005.50,6225.38,6474.44
4957.89,5144.94,5202.55,5282.86,5405.07,5548.21,5713.84,5903.67,6119.82,6364.66
4774.17,4954.29,5009.76,5087.10,5204.78,5342.62,5502.11,5684.91,5893.04,6128.81
4514.15,4684.47,4736.92,4810.04,4921.32,5051.65,5202.45,5375.29,5572.09,5795.02
4220.83,4380.07,4429.12,4497.49,4601.53,4723.40,4864.40,5026.01,5210.02,5418.47
3899.93,4047.07,4092.38,4155.56,4251.69,4364.29,4494.57,4643.90,4813.92,5006.52
3771.95,3914.26,3958.08,4019.19,4112.16,4221.07,4347.07,4491.50,4655.94,4842.22
3720.81,3861.19,3904.42,3964.69,4056.41,4163.84,4288.13,4430.60,4592.81,4776.56
