2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
2420.26,2511.58,2539.70,2578.91,2638.56,2708.44,2789.29,2881.96,2987.48,3107.00
2346.63,2435.16,2462.43,2500.45,2558.29,2626.04,2704.43,2794.28,2896.59,3012.47
2317.60,2405.04,2431.97,2469.51,2526.64,2593.55,2670.98,2759.72,2860.75,2975.21
2342.94,2431.33,2458.55,2496.51,2554.26,2621.91,2700.17,2789.88,2892.03,3007.73
2410.83,2501.79,2529.80,2568.85,2628.28,2697.88,2778.42,2870.73,2975.83,3094.89
2512.62,2607.42,2636.61,2677.32,2739.25,2811.80,2895.73,2991.94,3101.48,3225.56
2630.00,2729.23,2759.79,2802.39,2867.22,2943.15,3031.01,3131.71,3246.37,3376.25
2743.35,2846.86,2878.73,2923.17,2990.79,3070.00,3161.65,3266.69,3386.29,3521.76
2836.20,2943.20,2976.15,3022.10,3092.01,3173.90,3268.64,3377.24,3500.89,3640.95
2898.67,3008.03,3041.71,3088.67,3160.12,3243.81,3340.64,3451.63,3578.00,3721.15
2929.16,3039.67,3073.70,3121.16,3193.36,3277.93,3375.78,3487.94,3615.64,3760.29
2933.70,3044.38,3078.47,3125.99,3198.30,3283.01,3381.01,3493.34,3621.24,3766.12
2923.39,3033.69,3067.65,3115.01,3187.07,3271.48,3369.14,3481.07,3608.52,3752.89
2910.62,3020.43,3054.25,3101.40,3173.15,3257.18,3354.41,3465.86,3592.75,3736.49
2905.05,3014.65,3048.40,3095.46,3167.07,3250.95,3347.99,3459.22,3585.87,3729.34
2917.79,3027.87,3061.77,3109.04,3180.96,3265.21,3362.68,3474.40,3601.60,3745.69
2977.03,3089.35,3123.94,3172.17,3245.55,3331.50,3430.95,3544.94,3674.73,3821.75
3027.88,3142.11,3177.30,3226.35,3300.98,3388.40,3489.55,3605.49,3737.49,3887.02
3052.46,3167.62,3203.09,3252.54,3327.78,3415.91,3517.88,3634.76,3767.83,3918.58
3035.49,3150.01,3185.28,3234.45,3309.28,3396.92,3498.32,3614.55,3746.88,3896.79
2968.71,3080.71,3115.21,3163.30,3236.48,3322.19,3421.36,3535.03,3664.46,3811.06
2853.94,2961.61,2994.77,3041.01,3111.35,3193.75,3289.09,3398.37,3522.79,3663.73
2703.75,2805.76,2837.17,2880.97,2947.62,3025.68,3116.00,3219.53,3337.40,3470.92
2539.61,2635.43,2664.94,2706.08,2768.68,2842.00,2926.84,3024.08,3134.80,3260.22
2417.47,2508.68,2536.77,2575.93,2635.52,2705.31,2786.07,2878.64,2984.03,3103.41
2342.63,2431.01,2458.23,2496.18,2553.92,2621.56,2699.82,2789.52,2891.65,3007.34
2312.91,2400.17,2427.04,2464.51,2521.52,2588.30,2665.57,2754.13,2854.96,2969.18
2333.89,2421.94,2449.06,2486.87,2544.40,2611.78,2689.75,2779.11,2880.86,2996.12
2401.52,2492.13,2520.03,2558.94,2618.13,2687.47,2767.70,2859.65,2964.35,3082.94
2503.09,2597.53,2626.62,2667.17,2728.86,2801.14,2884.75,2980.60,3089.72,3213.33
2620.27,2719.13,2749.57,2792.02,2856.61,2932.26,3019.79,3120.12,3234.36,3363.76
2733.40,2836.52,2868.28,2912.57,2979.94,3058.86,3150.17,3254.83,3374.00,3508.98
