2015,2020,2025,2030,2035,2040,2045,2050,2055,2060
2828.74,2935.46,2968.33,3014.16,3083.88,3165.56,3260.05,3368.36,3491.68,3631.38
2742.63,2846.11,2877.98,2922.41,2990.01,3069.20,3160.82,3265.83,3385.40,3520.84
2708.69,2810.88,2842.35,2886.23,2953.00,3031.21,3121.69,3225.41,3343.49,3477.26
2738.31,2841.63,2873.44,2917.80,2985.30,3064.36,3155.84,3260.69,3380.07,3515.29
2817.71,2924.01,2956.75,3002.40,3071.85,3153.21,3247.34,3355.22,3478.06,3617.21
2936.74,3047.54,3081.66,3129.23,3201.62,3286.41,3384.52,3496.96,3624.99,3770.02
3074.00,3189.98,3225.70,3275.50,3351.27,3440.02,3542.71,3660.41,3794.43,3946.23
3206.55,3327.53,3364.79,3416.73,3495.77,3588.35,3695.47,3818.25,3958.04,4116.39
3315.12,3440.19,3478.71,3532.42,3614.13,3709.85,3820.59,3947.53,4092.05,4255.77
3388.18,3516.00,3555.37,3610.26,3693.78,3791.60,3904.79,4034.52,4182.23,4349.55
3423.83,3553.00,3592.79,3648.25,3732.64,3831.50,3945.88,4076.97,4226.24,4395.32
3429.14,3558.51,3598.35,3653.91,3738.43,3837.44,3951.99,4083.29,4232.79,4402.13
3417.09,3546.01,3585.71,3641.07,3725.30,3823.95,3938.11,4068.94,4217.91,4386.66
3402.15,3530.51,3570.04,3625.15,3709.01,3807.24,3920.89,4051.16,4199.48,4367.49
3395.63,3523.74,3563.20,3618.21,3701.91,3799.95,3913.38,4043.40,4191.43,4359.12
3402.17,3530.52,3570.06,3625.17,3709.03,3807.26,3920.91,4051.18,4199.50,4367.51
3472.90,3603.92,3644.28,3700.54,3786.14,3886.41,4002.43,4135.40,4286.81,4458.31
3534.36,3667.71,3708.78,3766.03,3853.15,3955.20,4073.27,4208.59,4362.68,4537.22
3565.19,3699.70,3741.13,3798.88,3886.76,3989.70,4108.80,4245.31,4400.73,4576.80
3547.10,3680.92,3722.14,3779.60,3867.03,3969.45,4087.94,4223.76,4378.40,4553.57
3470.16,3601.09,3641.41,3697.62,3783.16,3883.35,3999.28,4132.15,4283.43,4454.80
3336.42,3462.30,3501.07,3555.12,3637.36,3733.69,3845.15,3972.89,4118.35,4283.12
3160.68,3279.93,3316.66,3367.86,3445.77,3537.02,3642.61,3763.63,3901.42,4057.51
2968.30,3080.29,3114.78,3162.87,3236.03,3321.74,3420.89,3534.55,3663.95,3810.54
2825.61,2932.22,2965.05,3010.83,3080.47,3162.06,3256.45,3364.64,3487.83,3627.37
2738.10,2841.40,2873.21,2917.57,2985.06,3064.12,3155.59,3260.43,3379.80,3515.01
2703.34,2805.33,2836.75,2880.54,2947.17,3025.23,3115.53,3219.04,3336.90,3470.40
2727.88,2830.80,2862.49,2906.68,2973.92,3052.69,3143.81,3248.26,3367.19,3501.90
2806.97,2912.87,2945.49,2990.96,3060.15,3141.19,3234.96,3342.44,3464.81,3603.43
2925.74,3036.13,3070.12,3117.52,3189.64,3274.11,3371.85,3483.87,3611.42,3755.91
