Zone code,Zone ID,Technology,Item,2015,2020,2025,2030,2035,2040,2045,2050
NIC.Central,NICZ1,COA_SUB,Gross Output (GWh),86,147,147,0,0,0,0,0
NIC.Central,NICZ1,COA_SUB,Net Output (GWh),80,137,137,0,0,0,0,0
NIC.Central,NICZ1,COA_SC,Gross Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_SC,Net Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_USC,Gross Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_USC,Net Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_IGCC,Gross Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_IGCC,Net Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_SC_CCS,Gross Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_SC_CCS,Net Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_OXY_CCS,Gross Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_OXY_CCS,Net Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_IGCC_CCS,Gross Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,COA_IGCC_CCS,Net Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,GAS_OCGT,Gross Output (GWh),0,0,327,0,0,0,0,0
NIC.Central,NICZ1,GAS_OCGT,Net Output (GWh),0,0,304,0,0,0,0,0
NIC.Central,NICZ1,GAS_CCGT,Gross Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,GAS_CCGT,Net Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,GAS_CC_CCS,Gross Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,GAS_CC_CCS,Net Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,OIL_ST,Gross Output (GWh),401,381,382,0,0,0,0,0
NIC.Central,NICZ1,OIL_ST,Net Output (GWh),373,354,355,0,0,0,0,0
NIC.Central,NICZ1,NUK_LWR,Gross Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,NUK_LWR,Net Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,HYD_LG,Hydropower Output (GWh),160,160,160,0,0,0,0,0
NIC.Central,NICZ1,HYD_SM,Hydropower Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,HYD_PS,Storage Input (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,HYD_PS,Storage Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,BIO_ST,Gross Output (GWh),0,0,160,0,0,0,0,0
NIC.Central,NICZ1,BIO_ST,Net Output (GWh),0,0,149,0,0,0,0,0
NIC.Central,NICZ1,BIGCC_CCS,Gross Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,BIGCC_CCS,Net Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,BESS_ST1,Storage Input (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,BESS_ST1,Storage Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,BESS_ST4,Storage Input (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,BESS_ST4,Storage Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,BESS_ST8,Storage Input (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,BESS_ST8,Storage Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,All non-hydro renewables,Output (GWh),52,52,52,0,0,0,0,0
NIC.Central,NICZ1,Wind,Output (GWh),52,52,52,0,0,0,0,0
NIC.Central,NICZ1,PV,Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,CSP,Output (GWh),0,0,0,0,0,0,0,0
NIC.Central,NICZ1,Other Renewalbes,Output (GWh),0,0,0,0,0,0,0,0
NIC.East,NICZ2,COA_SUB,Gross Output (GWh),47,70,70,0,0,0,0,0
NIC.East,NICZ2,COA_SUB,Net Output (GWh),44,65,65,0,0,0,0,0
NIC.East,NICZ2,COA_SC,Gross Output (GWh),0,0,0,0,0,0,0,0
